,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
31,32,480558,485018,485154,250,3848,4202,23,1,5,5,2,108,5,7,136,left,8
32,33,490514,494873,495034,250,3944,4106,17,1,4,4,10,118,4,2,161,right,11
33,34,500485,505179,0,250,3613,4437,18,0,4,,0,118,4,6,0,right,16
34,35,510541,514834,514971,250,4024,4026,24,1,4,4,2,120,4,16,137,right,16
35,36,520496,524906,525036,250,3904,4146,45,1,5,5,10,130,5,13,130,left,9
36,37,530451,535145,0,250,3614,4436,10,0,4,,0,130,4,7,0,right,5
37,38,540490,545133,0,250,3668,4382,28,0,4,,2,130,4,10,0,right,7
38,39,550545,555072,555267,250,3780,4270,42,1,4,4,10,140,4,6,195,right,5
39,40,560567,565295,565337,250,3575,4475,34,1,5,5,0,140,5,2,42,left,8
40,41,570439,575133,575310,250,3621,4429,28,1,5,5,10,150,5,14,177,left,16
41,42,580428,585021,585210,250,3715,4335,36,1,5,5,2,152,5,7,189,left,6
42,43,590449,595076,595260,250,3690,4360,15,1,5,5,0,152,5,16,184,left,14
43,44,600438,604998,605146,250,3745,4305,21,1,4,4,0,152,4,4,148,right,18
44,45,610393,614669,614814,250,4028,4022,50,1,5,5,2,154,5,3,145,left,12
45,46,620382,624809,625021,250,3876,4174,23,1,4,4,0,154,4,2,212,right,17
46,47,630404,634981,635172,250,3735,4315,21,1,4,4,2,156,4,11,191,right,11
47,48,640409,644752,644806,250,3975,4075,18,1,5,5,0,156,5,17,54,left,12
48,49,650281,654874,0,250,3723,4327,29,0,4,,2,156,4,15,0,right,15
49,50,660336,665097,665212,250,3551,4499,47,1,5,5,0,156,5,11,115,left,4
50,51,670291,674751,674911,250,3854,4196,37,1,4,4,10,166,4,13,160,right,19
51,52,680280,684606,0,250,3977,4073,18,0,5,,2,166,5,2,0,left,13
52,53,690335,694862,695054,250,3785,4265,16,1,5,5,10,176,5,11,192,left,15
53,54,700341,705001,705190,250,3650,4400,21,1,5,5,0,176,5,9,189,left,18
54,55,710346,714639,714823,250,4014,4036,42,1,4,4,10,186,4,6,184,right,13
55,56,720368,725078,0,250,3601,4449,17,0,5,,2,186,5,10,0,left,8
56,57,730423,735117,735307,250,3619,4431,23,1,4,4,10,196,4,12,190,right,16
57,58,740429,744721,744912,250,4020,4030,11,1,4,4,2,198,4,11,191,right,11
58,59,750417,754827,754967,250,3893,4157,28,1,5,5,10,208,5,2,140,left,6
59,60,760372,765099,765269,250,3590,4460,22,1,4,4,2,210,4,16,170,right,5
60,61,770361,775038,775206,250,3627,4423,24,1,5,5,0,210,5,3,168,left,12
61,62,780349,784843,785015,250,3817,4233,46,1,4,4,10,220,4,10,172,right,9
62,63,790355,794681,794861,250,3983,4067,28,1,5,5,0,220,5,8,180,left,4
63,64,800343,804753,804942,250,3900,4150,39,1,5,5,10,230,5,9,189,left,5
64,65,810365,814792,814949,250,3887,4163,33,1,4,4,10,240,4,13,157,right,11
65,66,820354,824698,824855,250,3959,4091,33,1,4,4,2,242,4,2,157,right,17
